no_smear: 1.29873
sm_level:0 0.515669
sm_level:1 0.375423
sm_level:2 0.358206
sm_level:3 0.424787
sm_level:4 0.585828
no_smear: 1.26578
sm_level:0 0.353026
sm_level:1 0.215119
sm_level:2 0.196451
sm_level:3 0.225499
sm_level:4 0.293951
no_smear: 1.45097
sm_level:0 0.361292
sm_level:1 0.254591
sm_level:2 0.256609
sm_level:3 0.300832
sm_level:4 0.38142
no_smear: 1.24329
sm_level:0 0.315253
sm_level:1 0.183362
sm_level:2 0.154822
sm_level:3 0.17039
sm_level:4 0.220206
no_smear: 1.29111
sm_level:0 0.577065
sm_level:1 0.546173
sm_level:2 0.6838
sm_level:3 0.970915
sm_level:4 1.45823
no_smear: 1.46579
sm_level:0 0.50581
sm_level:1 0.404228
sm_level:2 0.437882
sm_level:3 0.561221
sm_level:4 0.787071
no_smear: 1.61202
sm_level:0 0.266993
sm_level:1 0.160776
sm_level:2 0.173222
sm_level:3 0.244777
sm_level:4 0.381434
no_smear: 1.54326
sm_level:0 0.332208
sm_level:1 0.169964
sm_level:2 0.12334
sm_level:3 0.106352
sm_level:4 0.103101
no_smear: 1.8029
sm_level:0 0.473151
sm_level:1 0.276482
sm_level:2 0.215392
sm_level:3 0.19391
sm_level:4 0.194472
no_smear: 1.6008
sm_level:0 0.463841
sm_level:1 0.288561
sm_level:2 0.226868
sm_level:3 0.20291
sm_level:4 0.201105
no_smear: 1.47666
sm_level:0 0.459493
sm_level:1 0.312974
sm_level:2 0.332139
sm_level:3 0.446066
sm_level:4 0.668232
no_smear: 1.53462
sm_level:0 0.40354
sm_level:1 0.299734
sm_level:2 0.348744
sm_level:3 0.499971
sm_level:4 0.778146
no_smear: 1.2364
sm_level:0 0.377543
sm_level:1 0.271658
sm_level:2 0.253366
sm_level:3 0.268608
sm_level:4 0.308328
no_smear: 1.11938
sm_level:0 0.237291
sm_level:1 0.178225
sm_level:2 0.196235
sm_level:3 0.246988
sm_level:4 0.332761
no_smear: 1.2143
sm_level:0 0.304825
sm_level:1 0.265226
sm_level:2 0.346042
sm_level:3 0.516467
sm_level:4 0.810755
no_smear: 1.27501
sm_level:0 0.260058
sm_level:1 0.216782
sm_level:2 0.301898
sm_level:3 0.474387
sm_level:4 0.767848
no_smear: 1.33063
sm_level:0 0.248971
sm_level:1 0.13261
sm_level:2 0.106192
sm_level:3 0.109999
sm_level:4 0.135307
no_smear: 1.39832
sm_level:0 0.294582
sm_level:1 0.153493
sm_level:2 0.0979357
sm_level:3 0.0683824
sm_level:4 0.0507794
no_smear: 1.34998
sm_level:0 0.315476
sm_level:1 0.192125
sm_level:2 0.159273
sm_level:3 0.15565
sm_level:4 0.169508
no_smear: 1.56634
sm_level:0 0.305356
sm_level:1 0.156905
sm_level:2 0.117267
sm_level:3 0.102249
sm_level:4 0.0969102
no_smear: 1.74078
sm_level:0 0.382092
sm_level:1 0.262026
sm_level:2 0.261902
sm_level:3 0.294626
sm_level:4 0.347919
no_smear: 1.76065
sm_level:0 0.32855
sm_level:1 0.117393
sm_level:2 0.0561654
sm_level:3 0.0348279
sm_level:4 0.0281976
no_smear: 1.85528
sm_level:0 0.614451
sm_level:1 0.397486
sm_level:2 0.347985
sm_level:3 0.362695
sm_level:4 0.417954
no_smear: 1.84442
sm_level:0 0.407549
sm_level:1 0.206537
sm_level:2 0.159802
sm_level:3 0.162703
sm_level:4 0.194679
no_smear: 1.9983
sm_level:0 0.491873
sm_level:1 0.263746
sm_level:2 0.204344
sm_level:3 0.197721
sm_level:4 0.216003
no_smear: 2.01719
sm_level:0 0.58412
sm_level:1 0.377394
sm_level:2 0.354639
sm_level:3 0.413061
sm_level:4 0.53202
no_smear: 2.08329
sm_level:0 0.550603
sm_level:1 0.369476
sm_level:2 0.381343
sm_level:3 0.494269
sm_level:4 0.719745
no_smear: 2.1126
sm_level:0 0.597683
sm_level:1 0.439396
sm_level:2 0.478185
sm_level:3 0.626049
sm_level:4 0.898837
no_smear: 2.14395
sm_level:0 0.520169
sm_level:1 0.235979
sm_level:2 0.167447
sm_level:3 0.169208
sm_level:4 0.214387
no_smear: 1.87603
sm_level:0 0.416773
sm_level:1 0.191106
sm_level:2 0.109451
sm_level:3 0.0748426
sm_level:4 0.0617581
no_smear: 1.81347
sm_level:0 0.653205
sm_level:1 0.527543
sm_level:2 0.572453
sm_level:3 0.741497
sm_level:4 1.05978
no_smear: 1.96771
sm_level:0 0.504355
sm_level:1 0.326141
sm_level:2 0.326859
sm_level:3 0.421278
sm_level:4 0.616195
no_smear: 1.7874
sm_level:0 0.463016
sm_level:1 0.251752
sm_level:2 0.238728
sm_level:3 0.311711
sm_level:4 0.463969
no_smear: 1.7311
sm_level:0 0.357347
sm_level:1 0.240691
sm_level:2 0.20207
sm_level:3 0.192891
sm_level:4 0.203435
no_smear: 1.86751
sm_level:0 0.534902
sm_level:1 0.418594
sm_level:2 0.4976
sm_level:3 0.694455
sm_level:4 1.03502
no_smear: 1.75104
sm_level:0 0.581065
sm_level:1 0.456196
sm_level:2 0.513485
sm_level:3 0.691979
