no_smear: 0.796344
sm_level:0 0.883232
no_smear: 0.792031
sm_level:0 0.882117
no_smear: 0.79205
sm_level:0 0.879001
no_smear: 0.796207
sm_level:0 0.885031
no_smear: 0.794384
sm_level:0 0.882095
no_smear: 0.806393
sm_level:0 0.888414
no_smear: 0.80046
sm_level:0 0.885649
no_smear: 0.803402
sm_level:0 0.889636
no_smear: 0.800993
sm_level:0 0.887014
no_smear: 0.817169
sm_level:0 0.896454
no_smear: 0.804828
sm_level:0 0.888447
no_smear: 0.798154
sm_level:0 0.884093
no_smear: 0.800954
sm_level:0 0.885377
no_smear: 0.807897
sm_level:0 0.890893
no_smear: 0.795234
sm_level:0 0.882281
no_smear: 0.810608
sm_level:0 0.887811
no_smear: 0.807448
sm_level:0 0.892723
no_smear: 0.800941
sm_level:0 0.885774
no_smear: 0.804469
sm_level:0 0.885675
no_smear: 0.800119
sm_level:0 0.88669
no_smear: 0.801943
sm_level:0 0.886612
no_smear: 0.802421
sm_level:0 0.884284
no_smear: 0.799404
sm_level:0 0.887113
no_smear: 0.814404
sm_level:0 0.896552
no_smear: 0.809424
sm_level:0 0.892047
no_smear: 0.814603
sm_level:0 0.893442
no_smear: 0.815943
sm_level:0 0.892803
no_smear: 0.799017
sm_level:0 0.882407
no_smear: 0.8087
sm_level:0 0.89287
no_smear: 0.807999
sm_level:0 0.889125
no_smear: 0.801104
sm_level:0 0.890589
no_smear: 0.80848
sm_level:0 0.89493
no_smear: 0.80563
sm_level:0 0.890952
no_smear: 0.803666
sm_level:0 0.889191
no_smear: 0.80874
sm_level:0 0.890485
no_smear: 0.797972
sm_level:0 0.881403
no_smear: 0.803322
sm_level:0 0.888319
no_smear: 0.815277
sm_level:0 0.894467
no_smear: 0.809476
sm_level:0 0.892253
no_smear: 0.814374
sm_level:0 0.890664
no_smear: 0.799457
sm_level:0 0.882292
no_smear: 0.803745
sm_level:0 0.889336
no_smear: 0.812261
sm_level:0 0.894062
no_smear: 0.799498
sm_level:0 0.884536
no_smear: 0.796135
sm_level:0 0.88443
no_smear: 0.810703
sm_level:0 0.892446
no_smear: 0.808341
sm_level:0 0.893107
no_smear: 0.805725
sm_level:0 0.887378
no_smear: 0.801957
sm_level:0 0.88485
no_smear: 0.811251
sm_level:0 0.891866
no_smear: 0.802598
sm_level:0 0.887493
no_smear: 0.80147
sm_level:0 0.885053
no_smear: 0.79926
sm_level:0 0.883945
no_smear: 0.803599
sm_level:0 0.885202
no_smear: 0.810976
sm_level:0 0.89761
no_smear: 0.799225
sm_level:0 0.887214
no_smear: 0.81162
sm_level:0 0.893501
no_smear: 0.799909
sm_level:0 0.888505
no_smear: 0.815216
sm_level:0 0.892643
no_smear: 0.806101
sm_level:0 0.890277
no_smear: 0.803647
sm_level:0 0.887194
no_smear: 0.811707
sm_level:0 0.893245
no_smear: 0.808644
sm_level:0 0.889185
no_smear: 0.801519
sm_level:0 0.88889
no_smear: 0.818773
sm_level:0 0.896764
no_smear: 0.809985
sm_level:0 0.890472
no_smear: 0.800921
sm_level:0 0.885761
no_smear: 0.808405
sm_level:0 0.890171
no_smear: 0.811382
sm_level:0 0.890367
no_smear: 0.802865
sm_level:0 0.884247
no_smear: 0.801103
sm_level:0 0.888794
no_smear: 0.81396
sm_level:0 0.89595
no_smear: 0.807224
sm_level:0 0.88919
no_smear: 0.798512
sm_level:0 0.878296
no_smear: 0.804087
sm_level:0 0.890057
no_smear: 0.795707
sm_level:0 0.879272
no_smear: 0.813871
sm_level:0 0.893225
no_smear: 0.805176
sm_level:0 0.888829
no_smear: 0.812952
sm_level:0 0.892309
no_smear: 0.79576
sm_level:0 0.882555
no_smear: 0.808679
sm_level:0 0.893238
no_smear: 0.796607
sm_level:0 0.886679
no_smear: 0.809647
sm_level:0 0.894813
no_smear: 0.811162
sm_level:0 0.89136
no_smear: 0.807425
sm_level:0 0.888731
no_smear: 0.809448
sm_level:0 0.888887
no_smear: 0.804581
sm_level:0 0.887536
no_smear: 0.809301
sm_level:0 0.891267
no_smear: 0.797657
sm_level:0 0.886898
no_smear: 0.798581
sm_level:0 0.885312
no_smear: 0.807885
sm_level:0 0.889026
no_smear: 0.805383
sm_level:0 0.888254
no_smear: 0.813177
sm_level:0 0.891658
no_smear: 0.803936
sm_level:0 0.885557
no_smear: 0.80277
sm_level:0 0.886291
no_smear: 0.801286
sm_level:0 0.88852
no_smear: 0.797619
sm_level:0 0.882087
no_smear: 0.791629
sm_level:0 0.883827
no_smear: 0.797576
sm_level:0 0.886358
no_smear: 0.803189
sm_level:0 0.887705
